dataset,exposure,outcome,AISelect,JobSat,weighted_n,raw_n,row_pct,row_raw_n,AISent,AIAcc,AIComplex,AIAgents
StackOverflow_2025,AIAgents,JobSat,,8.0,930.0,930,0.27336860670194,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,7.0,727.0,727,0.21369782480893593,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,9.0,499.0,499,0.14667842445620224,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,6.0,438.0,438,0.12874779541446207,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,10.0,287.0,287,0.08436213991769548,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,5.0,246.0,246,0.07231040564373897,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,3.0,104.0,104,0.030570252792475015,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,4.0,92.0,92,0.02704291593180482,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,2.0,46.0,46,0.01352145796590241,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,0.0,22.0,22,0.006466784244562022,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,1.0,11.0,11,0.003233392122281011,3402,,,,"No, I use AI exclusively in copilot/autocomplete mode"
StackOverflow_2025,AIAgents,JobSat,,8.0,2285.0,2285,0.26231201928596026,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,7.0,1820.0,1820,0.2089312363678108,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,9.0,1179.0,1179,0.13534611410859831,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,6.0,1027.0,1027,0.11789691195040754,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,10.0,901.0,901,0.10343244174032833,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,5.0,614.0,614,0.07048559292848124,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,3.0,300.0,300,0.03443921478590288,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,4.0,277.0,277,0.03179887498565033,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,2.0,166.0,166,0.01905636551486626,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,0.0,82.0,82,0.009413385374813454,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,1.0,60.0,60,0.006887842957180576,8711,,,,"No, and I don't plan to"
StackOverflow_2025,AIAgents,JobSat,,8.0,1065.0,1065,0.25943970767356883,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,7.0,874.0,874,0.21291108404384895,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,9.0,523.0,523,0.1274056029232643,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,6.0,521.0,521,0.1269183922046285,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,10.0,424.0,424,0.10328867235079171,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,5.0,309.0,309,0.07527405602923265,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,4.0,143.0,143,0.034835566382460416,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,3.0,119.0,119,0.028989037758830695,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,2.0,65.0,65,0.015834348355663823,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,0.0,40.0,40,0.0097442143727162,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,1.0,22.0,22,0.00535931790499391,4105,,,,"No, but I plan to"
StackOverflow_2025,AIAgents,JobSat,,8.0,916.0,916,0.25971080238162747,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,7.0,707.0,707,0.20045364332293733,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,9.0,500.0,500,0.14176353841791892,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,10.0,499.0,499,0.14148001134108307,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,6.0,410.0,410,0.1162461015026935,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,5.0,232.0,232,0.06577828182591437,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,4.0,91.0,91,0.025800963992061242,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,3.0,83.0,83,0.023532747377374538,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,2.0,40.0,40,0.011341083073433513,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,0.0,26.0,26,0.007371703997731784,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,1.0,23.0,23,0.00652112276722427,3527,,,,"Yes, I use AI agents at work daily"
StackOverflow_2025,AIAgents,JobSat,,8.0,482.0,482,0.26167209554831705,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,7.0,378.0,378,0.20521172638436483,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,9.0,254.0,254,0.13789359391965256,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,6.0,220.0,220,0.11943539630836048,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,10.0,207.0,207,0.11237785016286644,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,5.0,135.0,135,0.0732899022801303,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,3.0,54.0,54,0.029315960912052116,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,4.0,45.0,45,0.024429967426710098,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,2.0,35.0,35,0.019001085776330078,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,0.0,21.0,21,0.011400651465798045,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,1.0,11.0,11,0.005971769815418024,1842,,,,"Yes, I use AI agents at work monthly or infrequently"
StackOverflow_2025,AIAgents,JobSat,,8.0,621.0,621,0.2849931161083066,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,7.0,485.0,485,0.22257916475447453,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,9.0,314.0,314,0.14410279944928867,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,6.0,251.0,251,0.11519045433685177,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,10.0,231.0,231,0.10601193207893529,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,5.0,118.0,118,0.05415328132170721,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,3.0,63.0,63,0.0289123451124369,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,4.0,48.0,48,0.02202845341899954,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,2.0,27.0,27,0.012391005048187242,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,1.0,12.0,12,0.005507113354749885,2179,,,,"Yes, I use AI agents at work weekly"
StackOverflow_2025,AIAgents,JobSat,,0.0,9.0,9,0.004130335016062414,2179,,,,"Yes, I use AI agents at work weekly"
